"Year"|"COMPANY NAME"|"Type"|"%"|"Announcement"|"Record"|"Ex-Dividend"
"2006"|"Hazoor"|"Final"|"10.00"|"24-11-2006"|"-"|"28-12-2006"
"2006"|"Mayur Uniquoter"|"Interim"|"10.00"|"14-12-2006"|"29-12-2006"|"28-12-2006"
"2006"|"Nicco Parks"|"Final"|"12.00"|"26-10-2006"|"-"|"28-12-2006"
"2006"|"Ushdev Intl"|"Final"|"15.00"|"05-12-2006"|"-"|"28-12-2006"
"2006"|"GAIL"|"Interim"|"55.00"|"07-12-2006"|"28-12-2006"|"27-12-2006"
"2006"|"HPCL"|"Interim"|"60.00"|"12-12-2006"|"28-12-2006"|"27-12-2006"
"2006"|"Karuturi Global"|"Interim"|"10.00"|"12-12-2006"|"28-12-2006"|"27-12-2006"
"2006"|"ONGC"|"Interim"|"180.00"|"12-12-2006"|"28-12-2006"|"27-12-2006"
"2006"|"Fedders Elec"|"Final"|"8.00"|"29-11-2006"|"-"|"26-12-2006"
"2006"|"IOC"|"Interim"|"60.00"|"07-12-2006"|"27-12-2006"|"26-12-2006"
"2006"|"Metalyst Forgin"|"Final"|"20.00"|"04-12-2006"|"-"|"22-12-2006"
"2006"|"Castex Tech"|"Final"|"50.00"|"04-12-2006"|"-"|"22-12-2006"
"2006"|"Balrampur Chini"|"Final"|"150.00"|"17-11-2006"|"-"|"22-12-2006"
"2006"|"Gillanders Arbu"|"Final"|"22.50"|"19-12-2006"|"-"|"22-12-2006"
"2006"|"Garware Marine"|"Final"|"5.00"|"28-11-2006"|"-"|"22-12-2006"
"2006"|"Jindal Saw"|"Final"|"50.00"|"29-11-2006"|"-"|"22-12-2006"
"2006"|"Siemens Health"|"Interim"|"970.00"|"06-12-2006"|"22-12-2006"|"21-12-2006"
"2006"|"Granules India"|"Final"|"12.50"|"23-11-2006"|"-"|"21-12-2006"
"2006"|"Anik Industries"|"Final"|"11.00"|"04-12-2006"|"-"|"21-12-2006"
"2006"|"Pioneer"|"Final"|"15.00"|"05-12-2006"|"-"|"21-12-2006"
"2006"|"Ruchi Soya"|"Final"|"22.00"|"01-12-2006"|"-"|"21-12-2006"
"2006"|"Amtek Auto"|"Final"|"100.00"|"04-12-2006"|"-"|"20-12-2006"
"2006"|"Peninsula Land"|"Final"|"25.00"|"31-07-2006"|"-"|"20-12-2006"
"2006"|"Thiru Arooran"|"Final"|"18.00"|"04-12-2006"|"-"|"20-12-2006"
"2006"|"Bank of India"|"Interim"|"20.00"|"04-12-2006"|"20-12-2006"|"19-12-2006"
"2006"|"Centrum Capital"|"Final"|"10.00"|"18-09-2006"|"-"|"19-12-2006"
"2006"|"Goa Carbon"|"Final"|"15.00"|"27-11-2006"|"-"|"19-12-2006"
"2006"|"Zee Entertain"|"Final"|"100.00"|"23-11-2006"|"-"|"18-12-2006"
"2006"|"Murli"|"Interim"|"20.00"|"21-11-2006"|"18-12-2006"|"15-12-2006"
"2006"|"Murli"|"Final"|"20.00"|"27-11-2006"|"18-12-2006"|"15-12-2006"
"2006"|"Shriram City"|"Interim"|"10.00"|"01-12-2006"|"16-12-2006"|"14-12-2006"
"2006"|"Shree Renuka"|"Final"|"20.00"|"13-11-2006"|"-"|"14-12-2006"
"2006"|"Guj Mineral"|"Final"|"60.00"|"30-10-2006"|"-"|"13-12-2006"
"2006"|"Indsil Hydro"|"Final"|"10.00"|"26-10-2006"|"-"|"13-12-2006"
"2006"|"Lakshmi Machine"|"Interim"|"150.00"|"30-11-2006"|"20-12-2006"|"13-12-2006"
"2006"|"Shriram Trans"|"Interim"|"10.00"|"04-12-2006"|"-"|"13-12-2006"
"2006"|"Asian Electroni"|"Final"|"25.00"|"31-05-2006"|"-"|"12-12-2006"
"2006"|"Torrent Power"|"Final"|"12.00"|"28-11-2006"|"-"|"11-12-2006"
"2006"|"Alphageo"|"Final"|"10.00"|"04-07-2006"|"-"|"08-12-2006"
"2006"|"Jindal Drilling"|"Final"|"25.00"|"21-11-2006"|"-"|"08-12-2006"
"2006"|"United Spirits"|"Final"|"20.00"|"09-11-2006"|"-"|"08-12-2006"
"2006"|"Nestle"|"Interim"|"180.00"|"21-11-2006"|"11-12-2006"|"08-12-2006"
"2006"|"Oricon Ent"|"Final"|"10.00"|"07-12-2006"|"-"|"08-12-2006"
"2006"|"Patel Integrate"|"Final"|"5.00"|"27-10-2006"|"-"|"07-12-2006"
"2006"|"Welspun Enter"|"Final"|"10.00"|"21-11-2006"|"-"|"06-12-2006"
"2006"|"Syndicate Bank"|"Interim"|"15.00"|"21-11-2006"|"07-12-2006"|"06-12-2006"
"2006"|"Sterlite Ind"|"Interim"|"200.00"|"16-11-2006"|"07-12-2006"|"06-12-2006"
"2006"|"Sakthi Sugars"|"Final"|"15.00"|"30-10-2006"|"-"|"06-12-2006"
"2006"|"Assam Petrochem"|"Final"|"10.00"|"28-06-2006"|"-"|"04-12-2006"
"2006"|"HCL Tech"|"Final"|"200.00"|"21-08-2006"|"-"|"04-12-2006"
"2006"|"Vedanta"|"Final"|"250.00"|"30-10-2006"|"-"|"04-12-2006"
"2006"|"Garden Silk"|"Final"|"15.00"|"31-10-2006"|"-"|"01-12-2006"
"2006"|"ICSA"|"Interim"|"12.00"|"08-11-2006"|"04-12-2006"|"01-12-2006"
"2006"|"Setco Auto"|"Interim"|"10.00"|"28-11-2006"|"13-12-2006"|"30-11-2006"
"2006"|"Sundram"|"Interim"|"85.00"|"13-11-2006"|"01-12-2006"|"30-11-2006"
"2006"|"Zandu Realty"|"Final"|"5.00"|"17-11-2006"|"-"|"30-11-2006"
"2006"|"AshirwadCapital"|"Interim"|"35.00"|"01-11-2006"|"30-11-2006"|"29-11-2006"
"2006"|"Ballarpur Ind"|"Final"|"15.00"|"22-08-2006"|"-"|"29-11-2006"
"2006"|"NCL Industries"|"Final"|"5.00"|"31-10-2006"|"-"|"29-11-2006"
"2006"|"Sri Nachammai"|"Final"|"12.50"|"28-08-2006"|"-"|"29-11-2006"
"2006"|"Global Offshore"|"Interim"|"10.00"|"13-11-2006"|"28-11-2006"|"27-11-2006"
"2006"|"Pearl Global"|"Final"|"30.00"|"29-06-2006"|"-"|"22-11-2006"
"2006"|"Usha Intl"|"Interim"|"125.00"|"08-11-2006"|"23-11-2006"|"22-11-2006"
"2006"|"Deepak Spinners"|"Final"|"8.00"|"20-09-2006"|"-"|"21-11-2006"
"2006"|"Monsanto India"|"Interim"|"100.00"|"27-10-2006"|"21-11-2006"|"20-11-2006"
"2006"|"Rolta"|"Final"|"40.00"|"08-08-2006"|"-"|"17-11-2006"
"2006"|"TPL Plastech"|"Final"|"10.00"|"30-10-2006"|"20-11-2006"|"17-11-2006"
"2006"|"Amrit Corp"|"Final"|"15.00"|"28-09-2006"|"-"|"16-11-2006"
"2006"|"Alpine Hsg"|"Interim"|"12.50"|"01-11-2006"|"17-11-2006"|"16-11-2006"
"2006"|"GFL"|"Final"|"100.00"|"31-10-2006"|"17-11-2006"|"16-11-2006"
"2006"|"Mohit Ind"|"Interim"|"10.00"|"01-11-2006"|"17-11-2006"|"16-11-2006"
"2006"|"Nandan Denim"|"Interim"|"7.50"|"02-11-2006"|"17-11-2006"|"16-11-2006"
"2006"|"63 Moons Tech"|"Interim"|"40.00"|"02-11-2006"|"17-11-2006"|"16-11-2006"
"2006"|"BLB"|"Interim"|"10.00"|"07-11-2006"|"16-11-2006"|"15-11-2006"
"2006"|"BPCL"|"Final"|"25.00"|"27-09-2006"|"-"|"15-11-2006"
"2006"|"EMA India"|"Final"|"30.00"|"30-10-2006"|"-"|"15-11-2006"
"2006"|"EMA India"|"Final"|"10.00"|"31-10-2006"|"-"|"15-11-2006"
"2006"|"Goldiam Inter"|"Interim"|"10.00"|"30-10-2006"|"16-11-2006"|"15-11-2006"
"2006"|"Greenply Ind"|"Interim"|"20.00"|"18-10-2006"|"16-11-2006"|"15-11-2006"
"2006"|"KSB Pumps"|"Interim"|"20.00"|"01-11-2006"|"16-11-2006"|"15-11-2006"
"2006"|"CORE Education"|"Interim"|"5.00"|"31-10-2006"|"15-11-2006"|"14-11-2006"
"2006"|"Gateway Distri"|"Interim"|"15.00"|"31-10-2006"|"15-11-2006"|"14-11-2006"
"2006"|"MRF"|"Interim"|"30.00"|"30-10-2006"|"15-11-2006"|"14-11-2006"
"2006"|"Voith Paper Fab"|"Final"|"30.00"|"07-11-2006"|"-"|"14-11-2006"
"2006"|"JB Chemicals"|"Interim"|"55.00"|"31-10-2006"|"14-11-2006"|"13-11-2006"
"2006"|"Varun Shipping"|"Interim"|"15.00"|"31-10-2006"|"14-11-2006"|"13-11-2006"
"2006"|"Apar Ind"|"Interim"|"15.00"|"27-10-2006"|"13-11-2006"|"10-11-2006"
"2006"|"JK Paper"|"Final"|"6.00"|"26-09-2006"|"-"|"10-11-2006"
"2006"|"Greaves Cotton"|"Interim"|"20.00"|"19-10-2006"|"13-11-2006"|"10-11-2006"
"2006"|"Natco Pharma"|"Interim"|"12.50"|"30-10-2006"|"13-11-2006"|"10-11-2006"
"2006"|"Allcargo"|"Interim"|"25.00"|"23-10-2006"|"10-11-2006"|"09-11-2006"
"2006"|"Colgate"|"Interim"|"42.50"|"09-10-2006"|"10-11-2006"|"09-11-2006"
"2006"|"Satra Prop"|"Interim"|"10.00"|"26-10-2006"|"10-11-2006"|"09-11-2006"
"2006"|"Nacl Industries"|"Interim"|"20.00"|"26-10-2006"|"10-11-2006"|"09-11-2006"
"2006"|"Prime Sec"|"Interim"|"15.00"|"20-10-2006"|"10-11-2006"|"09-11-2006"
"2006"|"Mahindra Satyam"|"Interim"|"50.00"|"20-10-2006"|"10-11-2006"|"09-11-2006"
"2006"|"GE Shipping"|"Interim"|"40.00"|"27-10-2006"|"-"|"08-11-2006"
"2006"|"Future Ent"|"Final"|"25.00"|"03-10-2006"|"-"|"08-11-2006"
"2006"|"FEL"|"Final"|"25.00"|"03-10-2006"|"-"|"08-11-2006"
"2006"|"Alfa Laval"|"Interim"|"100.00"|"18-10-2006"|"07-11-2006"|"06-11-2006"
"2006"|"Chromatic India"|"Final"|"10.00"|"09-10-2006"|"-"|"06-11-2006"
"2006"|"Dewan Housing"|"Interim"|"10.00"|"23-10-2006"|"07-11-2006"|"06-11-2006"
"2006"|"Easun Reyrl"|"Interim"|"20.00"|"23-10-2006"|"07-11-2006"|"06-11-2006"
"2006"|"Godrej Consumer"|"Interim"|"75.00"|"28-09-2006"|"07-11-2006"|"06-11-2006"
"2006"|"GVK Power"|"Interim"|"25.00"|"26-10-2006"|"07-11-2006"|"06-11-2006"
"2006"|"JSW Ispat Speci"|"Interim"|"20.00"|"23-10-2006"|"07-11-2006"|"06-11-2006"
"2006"|"Vijaya Bank"|"Interim"|"10.00"|"18-10-2006"|"07-11-2006"|"06-11-2006"
"2006"|"Asian Paints"|"Interim"|"55.00"|"11-10-2006"|"06-11-2006"|"03-11-2006"
"2006"|"Dabur India"|"Interim"|"100.00"|"09-10-2006"|"06-11-2006"|"03-11-2006"
"2006"|"Guj Alkali"|"Interim"|"15.00"|"19-10-2006"|"06-11-2006"|"03-11-2006"
"2006"|"Ingersoll Rand"|"Interim"|"30.00"|"19-10-2006"|"06-11-2006"|"03-11-2006"
"2006"|"Ramco Cements"|"Interim"|"75.00"|"19-10-2006"|"06-11-2006"|"03-11-2006"
"2006"|"Ramcoind"|"Interim"|"50.00"|"18-10-2006"|"06-11-2006"|"03-11-2006"
"2006"|"Sundaram-Clayto"|"Interim"|"70.00"|"17-10-2006"|"06-11-2006"|"03-11-2006"
"2006"|"Alchemist"|"Interim"|"50.00"|"16-10-2006"|"06-11-2006"|"03-11-2006"
"2006"|"Aarvee Denim"|"Interim"|"5.00"|"23-10-2006"|"03-11-2006"|"02-11-2006"
"2006"|"DCM Shriram"|"Interim"|"20.00"|"19-10-2006"|"03-11-2006"|"02-11-2006"
"2006"|"Elgi Equipments"|"Interim"|"50.00"|"17-10-2006"|"04-11-2006"|"02-11-2006"
"2006"|"Ambuja Cements"|"Interim"|"75.00"|"20-10-2006"|"04-11-2006"|"02-11-2006"
"2006"|"Himatsingka Sei"|"Interim"|"25.00"|"09-10-2006"|"03-11-2006"|"02-11-2006"
"2006"|"Ipca Labs"|"Interim"|"35.00"|"03-10-2006"|"03-11-2006"|"02-11-2006"
"2006"|"Ranbaxy Labs"|"Interim"|"50.00"|"19-10-2006"|"03-11-2006"|"02-11-2006"
"2006"|"Shakti Pumps"|"Final"|"10.00"|"02-08-2006"|"-"|"02-11-2006"
"2006"|"Triveni Engg"|"Interim"|"35.00"|"17-10-2006"|"03-11-2006"|"02-11-2006"
"2006"|"Tripex Overseas"|"Interim"|"15.00"|"04-10-2006"|"03-11-2006"|"02-11-2006"
"2006"|"Akar Auto Indus"|"Final"|"14.00"|"28-08-2006"|"-"|"01-11-2006"
"2006"|"Indoco Remedies"|"Final"|"62.50"|"21-08-2006"|"-"|"01-11-2006"
"2006"|"NRB Bearings"|"Interim"|"80.00"|"16-10-2006"|"02-11-2006"|"01-11-2006"
"2006"|"Upper Ganges"|"Final"|"50.00"|"18-08-2006"|"-"|"01-11-2006"
"2006"|"Balkrishna Ind"|"Interim"|"35.00"|"12-10-2006"|"01-11-2006"|"31-10-2006"
"2006"|"GlaxoSmith Con"|"Interim"|"100.00"|"03-10-2006"|"01-11-2006"|"31-10-2006"
"2006"|"Oudh Sugar Mill"|"Final"|"45.00"|"24-08-2006"|"-"|"30-10-2006"
"2006"|"Rajapalayam"|"Interim"|"30.00"|"11-10-2006"|"30-10-2006"|"27-10-2006"
"2006"|"Sonata"|"Interim"|"50.00"|"09-10-2006"|"30-10-2006"|"27-10-2006"
"2006"|"TVS Motor"|"Interim"|"70.00"|"10-10-2006"|"30-10-2006"|"27-10-2006"
"2006"|"CG Power"|"Interim"|"20.00"|"03-10-2006"|"27-10-2006"|"26-10-2006"
"2006"|"Foseco India"|"Interim"|"60.00"|"22-09-2006"|"27-10-2006"|"26-10-2006"
"2006"|"Gabriel India"|"Interim"|"30.00"|"18-10-2006"|"27-10-2006"|"26-10-2006"
"2006"|"Tamil Newsprint"|"Interim"|"15.00"|"12-10-2006"|"27-10-2006"|"26-10-2006"
"2006"|"Visagar Polytex"|"Interim"|"10.00"|"06-10-2006"|"06-11-2006"|"23-10-2006"
"2006"|"JVL Agro Ind"|"Final"|"12.50"|"03-10-2006"|"-"|"23-10-2006"
"2006"|"TCS"|"Interim"|"300.00"|"09-10-2006"|"26-10-2006"|"23-10-2006"
"2006"|"HCL Info"|"Final"|"200.00"|"23-08-2006"|"-"|"20-10-2006"
"2006"|"HCL Tech"|"Interim"|"200.00"|"28-09-2006"|"23-10-2006"|"20-10-2006"
"2006"|"Kesar Ent"|"Final"|"10.00"|"26-09-2006"|"-"|"20-10-2006"
"2006"|"Marico"|"Interim"|"15.00"|"06-10-2006"|"23-10-2006"|"20-10-2006"
"2006"|"Vertex Sec"|"Interim"|"5.00"|"12-10-2006"|"-"|"20-10-2006"
"2006"|"Infosys"|"Interim"|"100.00"|"28-09-2006"|"20-10-2006"|"19-10-2006"
"2006"|"NMDC"|"Interim"|"77.00"|"11-10-2006"|"01-11-2006"|"19-10-2006"
"2006"|"Praj Industries"|"Interim"|"45.00"|"06-10-2006"|"20-10-2006"|"19-10-2006"
"2006"|"Eldeco Housing"|"Final"|"10.00"|"18-09-2006"|"-"|"18-10-2006"
"2006"|"Transport Corp"|"Final"|"25.00"|"26-05-2006"|"-"|"17-10-2006"
"2006"|"Jaiprakash Asso"|"Final"|"9.00"|"05-09-2006"|"-"|"16-10-2006"
"2006"|"Responsive Ind"|"Final"|"6.00"|"04-10-2006"|"-"|"13-10-2006"
"2006"|"aurionPro Sol"|"Final"|"10.00"|"01-09-2006"|"-"|"12-10-2006"
"2006"|"Monarch Net"|"Interim"|"5.00"|"25-09-2006"|"12-10-2006"|"11-10-2006"
"2006"|"Greaves Cotton"|"Final"|"10.00"|"21-08-2006"|"-"|"10-10-2006"
"2006"|"Gati"|"Final"|"35.00"|"08-08-2006"|"-"|"06-10-2006"
"2006"|"Sharon Bio Medi"|"Final"|"10.00"|"07-09-2006"|"-"|"06-10-2006"
"2006"|"Supreme Petro"|"Final"|"10.00"|"17-08-2006"|"-"|"06-10-2006"
"2006"|"KCP Sugar"|"Final"|"100.00"|"28-06-2006"|"-"|"29-09-2006"
"2006"|"Ind-Swift"|"Final"|"20.00"|"04-09-2006"|"-"|"28-09-2006"
"2006"|"KCP"|"Final"|"50.00"|"27-06-2006"|"-"|"28-09-2006"
"2006"|"Mastek"|"Final"|"70.00"|"24-07-2006"|"-"|"28-09-2006"
"2006"|"Infomedia Press"|"Final"|"20.00"|"28-06-2006"|"-"|"28-09-2006"
"2006"|"ICSA"|"Final"|"30.00"|"28-08-2006"|"-"|"27-09-2006"
"2006"|"Navneet"|"Interim"|"60.00"|"13-09-2006"|"05-10-2006"|"27-09-2006"
"2006"|"Protochem"|"Final"|"5.00"|"01-06-2006"|"-"|"27-09-2006"
"2006"|"KGN Industries"|"Final"|"0.20"|"30-05-2006"|"-"|"27-09-2006"
"2006"|"A.K.Capital Ser"|"Final"|"25.00"|"31-08-2006"|"-"|"26-09-2006"
"2006"|"GTL"|"Final"|"200.00"|"31-07-2006"|"-"|"26-09-2006"
"2006"|"Hipolin"|"Final"|"10.00"|"06-09-2006"|"-"|"26-09-2006"
"2006"|"Indo Pacific"|"Final"|"6.00"|"07-09-2006"|"-"|"26-09-2006"
"2006"|"JagsonpalPharma"|"Final"|"2.00"|"15-06-2006"|"-"|"26-09-2006"
"2006"|"LEEL"|"Final"|"10.00"|"30-08-2006"|"-"|"26-09-2006"
"2006"|"Linkhouse Ind"|"Final"|"6.00"|"08-09-2006"|"-"|"26-09-2006"
"2006"|"OM Metals Infra"|"Final"|"20.00"|"14-07-2006"|"-"|"26-09-2006"
"2006"|"Zen Tech"|"Final"|"20.00"|"03-05-2006"|"-"|"26-09-2006"
"2006"|"Aksh Optifibre"|"Final"|"35.00"|"20-04-2006"|"-"|"25-09-2006"
"2006"|"Panoramic Uni"|"Final"|"12.00"|"05-09-2006"|"-"|"25-09-2006"
"2006"|"Lancor Holdings"|"Final"|"10.00"|"08-09-2006"|"-"|"25-09-2006"
"2006"|"Era Infra Eng"|"Final"|"20.00"|"07-08-2006"|"-"|"25-09-2006"
"2006"|"KDL Biotech"|"Final"|"0.00"|"31-08-2006"|"-"|"25-09-2006"
"2006"|"Lime Chemicals"|"Final"|"12.00"|"04-07-2006"|"-"|"25-09-2006"
"2006"|"Proseed India"|"Final"|"20.00"|"19-06-2006"|"-"|"25-09-2006"
"2006"|"Alicon Castallo"|"Final"|"12.50"|"22-08-2006"|"-"|"25-09-2006"
"2006"|"Supreme Ind"|"Final"|"100.00"|"02-08-2006"|"-"|"25-09-2006"
"2006"|"Suven Life Sci"|"Final"|"50.00"|"31-07-2006"|"-"|"25-09-2006"
"2006"|"GP Petroleums"|"Final"|"5.00"|"14-07-2006"|"-"|"25-09-2006"
"2006"|"Vaibhav Global"|"Final"|"15.00"|"04-07-2006"|"-"|"25-09-2006"
"2006"|"Avanti Feeds"|"Final"|"15.00"|"29-08-2006"|"-"|"22-09-2006"
"2006"|"Alps Industries"|"Final"|"7.50"|"31-07-2006"|"-"|"22-09-2006"
"2006"|"Ad Manum Fin"|"Final"|"10.00"|"30-08-2006"|"-"|"22-09-2006"
"2006"|"Bajaj Steel"|"Final"|"20.00"|"04-09-2006"|"-"|"22-09-2006"
"2006"|"Chordia Food"|"Final"|"15.00"|"13-07-2006"|"-"|"22-09-2006"
"2006"|"Palred Tech"|"Final"|"15.00"|"26-06-2006"|"-"|"22-09-2006"
"2006"|"Baba Arts"|"Final"|"10.00"|"04-07-2006"|"-"|"22-09-2006"
"2006"|"Ind-Swift Labs"|"Final"|"15.00"|"17-06-2006"|"-"|"22-09-2006"
"2006"|"ITL Industries"|"Final"|"10.00"|"14-08-2006"|"-"|"22-09-2006"
"2006"|"IVRCL"|"Final"|"50.00"|"08-06-2006"|"-"|"22-09-2006"
"2006"|"Jupiter Bio"|"Final"|"25.00"|"31-08-2006"|"-"|"22-09-2006"
"2006"|"Jindal Worldwid"|"Final"|"5.00"|"07-09-2006"|"-"|"22-09-2006"
"2006"|"Karuturi Global"|"Final"|"20.00"|"25-08-2006"|"-"|"22-09-2006"
"2006"|"Metal Coatings"|"Final"|"10.00"|"06-07-2006"|"-"|"22-09-2006"
"2006"|"Mahalaxmi Sm"|"Final"|"10.00"|"30-08-2006"|"-"|"22-09-2006"
"2006"|"NALCO"|"Final"|"30.00"|"23-06-2006"|"-"|"22-09-2006"
"2006"|"Panacea Biotec"|"Final"|"100.00"|"23-05-2006"|"-"|"22-09-2006"
"2006"|"Panama Petro"|"Final"|"30.00"|"14-07-2006"|"-"|"22-09-2006"
"2006"|"Priyadarshini"|"Final"|"10.00"|"24-08-2006"|"-"|"22-09-2006"
"2006"|"Shriram City"|"Final"|"20.00"|"03-07-2006"|"-"|"22-09-2006"
"2006"|"HLE Glascoat"|"Final"|"10.00"|"31-05-2006"|"-"|"22-09-2006"
"2006"|"Vama Ind"|"Final"|"2.00"|"05-09-2006"|"-"|"22-09-2006"
"2006"|"Sacheta Metals"|"Final"|"0.00"|"07-09-2006"|"-"|"22-09-2006"
"2006"|"Crest Ventures"|"Final"|"15.00"|"14-07-2006"|"-"|"22-09-2006"
"2006"|"Teledata Info"|"Final"|"5.00"|"31-05-2006"|"-"|"22-09-2006"
"2006"|"Vipul Organics"|"Final"|"5.00"|"05-09-2006"|"-"|"22-09-2006"
"2006"|"Vertex Spinning"|"Final"|"10.00"|"08-05-2006"|"-"|"22-09-2006"
"2006"|"Weizmann"|"Final"|"5.00"|"16-08-2006"|"-"|"22-09-2006"
"2006"|"63 Moons Tech"|"Final"|"260.00"|"19-06-2006"|"-"|"22-09-2006"
"2006"|"Starlog Enter"|"Final"|"25.00"|"10-05-2006"|"-"|"21-09-2006"
"2006"|"Assam Company"|"Final"|"10.00"|"05-09-2006"|"-"|"21-09-2006"
"2006"|"Avonmore Cap"|"Final"|"5.00"|"31-07-2006"|"-"|"21-09-2006"
"2006"|"Arihant Capital"|"Final"|"15.00"|"04-08-2006"|"-"|"21-09-2006"
"2006"|"Arrow Greentech"|"Final"|"5.00"|"14-07-2006"|"-"|"21-09-2006"
"2006"|"Allcargo"|"Final"|"15.00"|"30-06-2006"|"-"|"21-09-2006"
"2006"|"Acrow India"|"Final"|"10.00"|"31-07-2006"|"-"|"21-09-2006"
"2006"|"Aftek"|"Final"|"50.00"|"04-09-2006"|"-"|"21-09-2006"
"2006"|"ANG Industries"|"Final"|"20.00"|"29-08-2006"|"-"|"21-09-2006"
"2006"|"Anuh Pharma"|"Final"|"120.00"|"31-07-2006"|"-"|"21-09-2006"
"2006"|"Schneider Pres"|"Final"|"15.00"|"17-07-2006"|"-"|"21-09-2006"
"2006"|"Almondz Global"|"Final"|"25.00"|"14-08-2006"|"-"|"21-09-2006"
"2006"|"Ace Software"|"Final"|"5.00"|"11-07-2006"|"-"|"21-09-2006"
"2006"|"Ace Soft Export"|"Final"|"5.00"|"11-07-2006"|"-"|"21-09-2006"
"2006"|"Bharat Bhushan"|"Final"|"4.00"|"17-05-2006"|"-"|"21-09-2006"
"2006"|"Bilcare"|"Final"|"30.00"|"17-07-2006"|"-"|"21-09-2006"
"2006"|"Bilpower"|"Final"|"15.00"|"25-08-2006"|"-"|"21-09-2006"
"2006"|"Competent Auto"|"Final"|"10.00"|"08-08-2006"|"-"|"21-09-2006"
"2006"|"Coral Labs"|"Final"|"15.00"|"30-08-2006"|"-"|"21-09-2006"
"2006"|"Chaman Lal Seti"|"Final"|"20.00"|"11-08-2006"|"-"|"21-09-2006"
"2006"|"Zydus Wellness"|"Final"|"10.00"|"28-07-2006"|"-"|"21-09-2006"
"2006"|"Bodal Chemicals"|"Final"|"10.00"|"17-07-2006"|"-"|"21-09-2006"
"2006"|"Fermenta Bio"|"Final"|"25.00"|"09-06-2006"|"-"|"21-09-2006"
"2006"|"Dynamic Ind"|"Final"|"10.00"|"08-06-2006"|"-"|"21-09-2006"
"2006"|"Dhanuka Agritec"|"Final"|"20.00"|"14-07-2006"|"-"|"21-09-2006"
"2006"|"DS Kulkarni"|"Final"|"20.00"|"14-06-2006"|"-"|"21-09-2006"
"2006"|"Elegant Marble"|"Final"|"25.00"|"21-08-2006"|"-"|"21-09-2006"
"2006"|"Elder Pharma"|"Final"|"25.00"|"25-08-2006"|"-"|"21-09-2006"
"2006"|"Guj Intrux"|"Final"|"10.00"|"01-08-2006"|"-"|"21-09-2006"
"2006"|"Gupta Synthetic"|"Final"|"10.00"|"23-08-2006"|"-"|"21-09-2006"
"2006"|"Hiran Orgochem"|"Final"|"15.00"|"08-05-2006"|"-"|"21-09-2006"
"2006"|"Integ Fin Serv"|"Final"|"10.00"|"27-06-2006"|"-"|"21-09-2006"
"2006"|"Kakatiya Cement"|"Final"|"20.00"|"24-08-2006"|"-"|"21-09-2006"
"2006"|"Kaira Can"|"Final"|"25.00"|"21-08-2006"|"-"|"21-09-2006"
"2006"|"KRBL"|"Final"|"20.00"|"14-07-2006"|"-"|"21-09-2006"
"2006"|"Kamadgiri"|"Final"|"5.00"|"17-07-2006"|"-"|"21-09-2006"
"2006"|"Konark Synth"|"Final"|"10.00"|"01-09-2006"|"-"|"21-09-2006"
"2006"|"Medi-Caps"|"Final"|"15.00"|"17-08-2006"|"-"|"21-09-2006"
"2006"|"Minal Ind"|"Final"|"20.00"|"14-07-2006"|"-"|"21-09-2006"
"2006"|"Ankur Drugs"|"Final"|"15.00"|"05-09-2006"|"-"|"21-09-2006"
"2006"|"Mahalaxmi Rub"|"Final"|"5.00"|"13-07-2006"|"-"|"21-09-2006"
"2006"|"Minaxi Textiles"|"Final"|"7.00"|"31-08-2006"|"-"|"21-09-2006"
"2006"|"Nikhil Adhesive"|"Final"|"10.00"|"04-07-2006"|"-"|"21-09-2006"
"2006"|"Novopan"|"Final"|"21.00"|"28-07-2006"|"-"|"21-09-2006"
"2006"|"Nahar Ent"|"Final"|"10.00"|"31-05-2006"|"-"|"21-09-2006"
"2006"|"PBA Infra"|"Final"|"15.00"|"28-08-2006"|"-"|"21-09-2006"
"2006"|"P and G"|"Final"|"250.00"|"17-08-2006"|"-"|"21-09-2006"
"2006"|"Glodyne Techno"|"Final"|"10.00"|"25-08-2006"|"-"|"21-09-2006"
"2006"|"Prithvi Info"|"Final"|"10.00"|"31-08-2006"|"-"|"21-09-2006"
"2006"|"Rico Auto"|"Final"|"100.00"|"25-05-2006"|"-"|"21-09-2006"
"2006"|"Rajvir Ind"|"Final"|"40.00"|"04-09-2006"|"-"|"21-09-2006"
"2006"|"Raj Rayon Ind"|"Final"|"10.00"|"30-05-2006"|"-"|"21-09-2006"
"2006"|"Ravalgaon Sugar"|"Final"|"100.00"|"07-08-2006"|"-"|"21-09-2006"
"2006"|"Shetron"|"Final"|"20.00"|"04-05-2006"|"-"|"21-09-2006"
"2006"|"Silktex"|"Final"|"15.00"|"13-07-2006"|"-"|"21-09-2006"
"2006"|"Steel Exchange"|"Final"|"10.00"|"05-07-2006"|"-"|"21-09-2006"
"2006"|"Shalibhadra Fin"|"Final"|"6.00"|"24-08-2006"|"-"|"21-09-2006"
"2006"|"Swastika Invest"|"Final"|"10.00"|"14-07-2006"|"-"|"21-09-2006"
"2006"|"Sangam India"|"Final"|"15.00"|"04-05-2006"|"-"|"21-09-2006"
"2006"|"HBL Power"|"Final"|"15.00"|"17-07-2006"|"-"|"21-09-2006"
"2006"|"Suryavanshi Spg"|"Final"|"10.00"|"18-05-2006"|"-"|"21-09-2006"
